IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.74.5.99,8080,8080,false,NRT,Asia Pacific,Tokyo,77,0.86
47.74.52.104,2083,2083,true,SIN,Asia Pacific,Singapore,265,0.86
8.210.151.69,8443,8443,true,SIN,Asia Pacific,Singapore,114,0.85
47.245.4.189,80,80,false,HKG,Asia Pacific,Hong Kong,228,0.85
47.242.54.157,8880,8880,false,HKG,Asia Pacific,Hong Kong,51,0.84
47.236.7.13,8443,8443,true,SIN,Asia Pacific,Singapore,100,0.82
8.210.9.129,2052,2052,false,SIN,Asia Pacific,Singapore,72,0.82
8.218.156.91,80,80,false,SIN,Asia Pacific,Singapore,81,0.80
8.218.201.73,8880,8880,false,SIN,Asia Pacific,Singapore,93,0.80
8.218.149.193,2082,2082,false,SIN,Asia Pacific,Singapore,74,0.79
47.245.126.151,2083,2083,true,SIN,Asia Pacific,Singapore,7,0.79
47.91.31.235,2096,2096,true,NRT,Asia Pacific,Tokyo,132,0.79
47.245.37.94,2082,2082,false,SIN,Asia Pacific,Singapore,169,0.78
8.210.117.18,2052,2052,false,SIN,Asia Pacific,Singapore,110,0.78
47.242.154.207,443,0,false,HKG,Asia Pacific,Hong Kong,39,0.78
47.242.154.207,443,0,false,HKG,Asia Pacific,Hong Kong,36,0.78
8.219.43.243,80,80,false,SIN,Asia Pacific,Singapore,5,0.77
8.217.193.25,8080,8080,false,HKG,Asia Pacific,Hong Kong,43,0.77
8.217.159.210,8080,8080,false,HKG,Asia Pacific,Hong Kong,35,0.77
47.242.174.27,2082,2082,false,HKG,Asia Pacific,Hong Kong,48,0.76
8.222.155.242,2083,0,true,SIN,Asia Pacific,Singapore,77,0.76
8.217.250.5,8080,8080,false,HKG,Asia Pacific,Hong Kong,71,0.76
47.74.43.24,2087,2087,true,LAX,North America,Los Angeles,221,0.76
47.91.31.235,2087,2087,true,NRT,Asia Pacific,Tokyo,260,0.76
8.210.107.246,8880,8880,false,HKG,Asia Pacific,Hong Kong,48,0.76
8.218.201.73,2052,2052,false,SIN,Asia Pacific,Singapore,82,0.75
47.245.7.212,2095,2095,false,SIN,Asia Pacific,Singapore,164,0.74
8.210.3.24,443,443,true,SIN,Asia Pacific,Singapore,85,0.74
8.210.9.129,8880,8880,false,SIN,Asia Pacific,Singapore,66,0.74
47.245.6.9,2086,2086,false,HKG,Asia Pacific,Hong Kong,157,0.74
8.222.168.155,2082,2082,false,SIN,Asia Pacific,Singapore,30,0.73
8.210.107.246,2087,2087,true,HKG,Asia Pacific,Hong Kong,74,0.73
47.74.8.238,2052,2052,false,SIN,Asia Pacific,Singapore,153,0.73
8.218.188.129,2053,2053,true,SIN,Asia Pacific,Singapore,96,0.73
8.218.158.94,8080,8080,false,HKG,Asia Pacific,Hong Kong,55,0.70
8.210.146.108,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,0.68
47.245.59.188,8443,8443,true,NRT,Asia Pacific,Tokyo,133,0.68
8.210.66.190,2053,2053,true,SIN,Asia Pacific,Singapore,75,0.68
47.89.244.253,443,443,true,SJC,North America,San Jose,190,0.68
47.245.7.212,80,80,false,HKG,Asia Pacific,Hong Kong,169,0.67
47.236.7.13,8880,8880,false,SIN,Asia Pacific,Singapore,38,0.67
47.242.54.157,8080,8080,false,HKG,Asia Pacific,Hong Kong,42,0.67
47.245.52.153,2086,2086,false,NRT,Asia Pacific,Tokyo,80,0.67
8.210.117.18,2087,2087,true,SIN,Asia Pacific,Singapore,124,0.67
8.218.105.223,2095,2095,false,SIN,Asia Pacific,Singapore,82,0.67
8.218.156.91,443,443,true,SIN,Asia Pacific,Singapore,106,0.66
8.218.143.10,2087,2087,true,SIN,Asia Pacific,Singapore,134,0.66
8.209.240.227,2052,2052,false,HKG,Asia Pacific,Hong Kong,168,0.66
47.242.54.157,2095,2095,false,HKG,Asia Pacific,Hong Kong,48,0.65
8.210.146.108,443,443,true,HKG,Asia Pacific,Hong Kong,49,0.65
8.218.28.149,80,0,false,SIN,Asia Pacific,Singapore,65,0.64
8.210.39.96,2096,2096,true,SIN,Asia Pacific,Singapore,89,0.64
47.245.107.174,8443,8443,true,SIN,Asia Pacific,Singapore,51,0.64
8.218.22.210,2053,2053,true,SIN,Asia Pacific,Singapore,115,0.64
47.76.49.246,80,80,false,SIN,Asia Pacific,Singapore,71,0.64
8.218.142.253,2096,2096,true,SIN,Asia Pacific,Singapore,97,0.63
8.218.158.94,80,80,false,HKG,Asia Pacific,Hong Kong,43,0.62
8.210.119.11,8443,8443,true,SIN,Asia Pacific,Singapore,95,0.62
47.76.146.1,2053,2053,true,HKG,Asia Pacific,Hong Kong,94,0.61
8.210.146.108,2052,2052,false,HKG,Asia Pacific,Hong Kong,47,0.61
47.76.146.1,2096,2096,true,HKG,Asia Pacific,Hong Kong,67,0.61
8.218.85.128,80,80,false,HKG,Asia Pacific,Hong Kong,85,0.60
47.245.37.98,8880,8880,false,SIN,Asia Pacific,Singapore,159,0.60
47.76.32.108,2095,0,false,HKG,Asia Pacific,Hong Kong,43,0.59
47.88.101.9,80,443,true,SJC,North America,San Jose,178,0.58
47.245.118.70,2082,2082,false,SIN,Asia Pacific,Singapore,5,0.57
8.218.85.128,2095,2095,false,HKG,Asia Pacific,Hong Kong,83,0.57
8.217.193.25,2086,2086,false,HKG,Asia Pacific,Hong Kong,43,0.57
47.242.171.94,2083,2083,true,HKG,Asia Pacific,Hong Kong,83,0.57
8.217.250.5,2052,2052,false,HKG,Asia Pacific,Hong Kong,35,0.57
8.217.250.222,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.56
8.217.239.116,8080,8080,false,HKG,Asia Pacific,Hong Kong,63,0.56
8.222.136.196,2052,2052,false,SIN,Asia Pacific,Singapore,28,0.56
47.245.126.151,8880,8880,false,SIN,Asia Pacific,Singapore,11,0.56
47.74.26.196,2052,2052,false,HKG,Asia Pacific,Hong Kong,163,0.55
8.218.22.210,80,80,false,SIN,Asia Pacific,Singapore,103,0.55
8.218.201.73,2096,2096,true,SIN,Asia Pacific,Singapore,115,0.55
8.210.107.246,8443,8443,true,HKG,Asia Pacific,Hong Kong,99,0.55
8.217.250.222,8443,8443,true,HKG,Asia Pacific,Hong Kong,95,0.54
8.217.164.10,2087,2087,true,HKG,Asia Pacific,Hong Kong,75,0.52
198.11.175.125,80,80,false,SJC,North America,San Jose,183,0.52
47.74.16.255,2082,2082,false,NRT,Asia Pacific,Tokyo,78,0.52
8.217.49.34,2082,2082,false,SIN,Asia Pacific,Singapore,71,0.51
8.218.207.169,2053,2053,true,SIN,Asia Pacific,Singapore,104,0.51
47.245.4.143,2096,2096,true,SIN,Asia Pacific,Singapore,195,0.51
47.76.32.108,2096,2096,true,HKG,Asia Pacific,Hong Kong,129,0.50
8.222.155.242,80,80,false,SIN,Asia Pacific,Singapore,24,0.50
47.76.37.57,8880,0,false,HKG,Asia Pacific,Hong Kong,38,0.50
47.245.59.188,2083,2083,true,NRT,Asia Pacific,Tokyo,125,0.49
47.91.17.102,2095,2095,false,SIN,Asia Pacific,Singapore,160,0.49
8.218.126.53,2096,2096,true,SIN,Asia Pacific,Singapore,130,0.48
8.217.193.25,2052,2052,false,HKG,Asia Pacific,Hong Kong,47,0.48
47.242.54.157,80,80,false,HKG,Asia Pacific,Hong Kong,40,0.47
47.74.14.85,80,80,false,NRT,Asia Pacific,Tokyo,72,0.47
8.217.147.230,8443,8443,true,SIN,Asia Pacific,Singapore,152,0.47
47.242.234.127,2083,2083,true,HKG,Asia Pacific,Hong Kong,92,0.47
8.222.156.206,443,443,true,SIN,Asia Pacific,Singapore,125,0.47
47.245.41.169,2096,2096,true,LAX,North America,Los Angeles,204,0.44
8.222.155.242,2096,2096,true,SIN,Asia Pacific,Singapore,86,0.44
47.242.54.157,2083,2083,true,HKG,Asia Pacific,Hong Kong,62,0.44
8.210.107.246,2083,2083,true,HKG,Asia Pacific,Hong Kong,46,0.44
8.219.103.57,2052,2052,false,SIN,Asia Pacific,Singapore,17,0.43
47.242.176.237,8443,8443,true,HKG,Asia Pacific,Hong Kong,72,0.42
47.243.42.219,8443,8443,true,HKG,Asia Pacific,Hong Kong,35,0.42
8.209.214.157,8880,8880,false,NRT,Asia Pacific,Tokyo,78,0.41
8.218.143.10,2052,2052,false,SIN,Asia Pacific,Singapore,77,0.40
149.129.8.215,443,443,true,SJC,North America,San Jose,130,0.40
149.129.8.215,80,80,false,SJC,North America,San Jose,162,0.40
8.222.156.206,443,443,true,SIN,Asia Pacific,Singapore,91,0.40
8.209.200.73,2086,2086,false,NRT,Asia Pacific,Tokyo,75,0.40
8.210.39.96,2087,2087,true,SIN,Asia Pacific,Singapore,102,0.39
47.242.174.27,2096,2096,true,HKG,Asia Pacific,Hong Kong,97,0.39
47.245.107.174,2096,2096,true,SIN,Asia Pacific,Singapore,37,0.39
8.209.240.229,2096,2096,true,NRT,Asia Pacific,Tokyo,76,0.37
47.57.233.126,80,80,false,SJC,North America,San Jose,47,0.36
47.57.245.232,443,443,true,SJC,North America,San Jose,105,0.36
47.57.245.232,80,80,false,SJC,North America,San Jose,39,0.36
47.242.79.71,2096,2096,true,SIN,Asia Pacific,Singapore,123,0.36
8.210.156.6,8880,8880,false,HKG,Asia Pacific,Hong Kong,63,0.36
8.217.248.220,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.35
8.218.188.129,8443,8443,true,SIN,Asia Pacific,Singapore,135,0.35
8.218.243.95,8443,8443,true,SIN,Asia Pacific,Singapore,131,0.35
8.210.117.18,2082,2082,false,SIN,Asia Pacific,Singapore,99,0.34
8.218.158.94,2095,2095,false,HKG,Asia Pacific,Hong Kong,43,0.34
47.243.42.219,2083,2083,true,HKG,Asia Pacific,Hong Kong,67,0.32
47.236.120.9,2052,0,false,SIN,Asia Pacific,Singapore,15,0.32
8.217.250.222,443,443,true,HKG,Asia Pacific,Hong Kong,91,0.32
47.242.176.237,2053,2053,true,HKG,Asia Pacific,Hong Kong,65,0.32
8.222.156.205,2086,0,false,SIN,Asia Pacific,Singapore,38,0.32
8.210.151.69,2082,2082,false,SIN,Asia Pacific,Singapore,80,0.32
8.210.146.108,2082,2082,false,HKG,Asia Pacific,Hong Kong,44,0.31
47.57.233.126,443,443,true,SJC,North America,San Jose,126,0.31
8.217.164.10,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.31
8.218.181.189,2053,2053,true,SIN,Asia Pacific,Singapore,129,0.31
8.219.51.227,2095,0,false,SIN,Asia Pacific,Singapore,26,0.31
8.219.56.244,2095,0,false,SIN,Asia Pacific,Singapore,3,0.31
8.217.250.222,2082,2082,false,HKG,Asia Pacific,Hong Kong,51,0.31
8.210.119.11,2082,2082,false,SIN,Asia Pacific,Singapore,115,0.30
8.210.117.18,2053,2053,true,SIN,Asia Pacific,Singapore,96,0.30
47.57.14.1,80,80,false,SIN,Asia Pacific,Singapore,47,0.30
8.219.56.244,8880,0,false,SIN,Asia Pacific,Singapore,112,0.29
8.218.204.128,2083,2083,true,SIN,Asia Pacific,Singapore,78,0.29
47.57.14.1,80,80,false,SIN,Asia Pacific,Singapore,41,0.28
8.219.51.227,2082,0,false,SIN,Asia Pacific,Singapore,366,0.28
8.219.102.123,2052,0,false,SIN,Asia Pacific,Singapore,49,0.28
8.219.56.244,8080,0,false,SIN,Asia Pacific,Singapore,8,0.28
8.218.65.237,443,443,true,HKG,Asia Pacific,Hong Kong,116,0.27
8.219.51.227,2082,0,false,SIN,Asia Pacific,Singapore,2,0.27
47.236.120.9,2082,0,false,SIN,Asia Pacific,Singapore,15,0.26
8.219.51.227,8880,0,false,SIN,Asia Pacific,Singapore,3,0.26
8.210.39.96,2096,2096,true,SIN,Asia Pacific,Singapore,101,0.26
8.219.123.11,2095,0,false,SIN,Asia Pacific,Singapore,14,0.26
8.218.126.53,2083,2083,true,SIN,Asia Pacific,Singapore,146,0.26
8.210.101.157,8443,8443,true,HKG,Asia Pacific,Hong Kong,76,0.26
8.222.217.39,8080,8080,false,SJC,North America,San Jose,2,0.25
8.209.200.73,2082,2082,false,NRT,Asia Pacific,Tokyo,76,0.25
8.217.147.230,8080,8080,false,SIN,Asia Pacific,Singapore,76,0.25
8.222.145.43,2082,0,false,SIN,Asia Pacific,Singapore,18,0.25
8.222.171.236,2052,0,false,SIN,Asia Pacific,Singapore,36,0.25
8.222.199.55,8080,0,false,SIN,Asia Pacific,Singapore,17,0.24
47.236.120.9,8080,0,false,SIN,Asia Pacific,Singapore,15,0.24
47.245.55.99,2083,2083,true,NRT,Asia Pacific,Tokyo,125,0.24
8.219.110.248,2082,0,false,SIN,Asia Pacific,Singapore,15,0.24
8.217.251.62,2095,2095,false,SIN,Asia Pacific,Singapore,83,0.24
47.236.120.9,8880,0,false,SIN,Asia Pacific,Singapore,30,0.24
8.219.51.227,2086,0,false,SIN,Asia Pacific,Singapore,9,0.24
8.222.217.39,8080,8080,false,SJC,North America,San Jose,22,0.24
8.222.171.236,2095,0,false,SIN,Asia Pacific,Singapore,13,0.24
47.236.99.59,2086,0,false,SIN,Asia Pacific,Singapore,22,0.23
8.219.123.11,2095,0,false,SIN,Asia Pacific,Singapore,3,0.23
8.210.117.18,2095,2095,false,SIN,Asia Pacific,Singapore,88,0.23
47.236.120.9,2086,0,false,SIN,Asia Pacific,Singapore,58,0.23
8.219.200.178,8080,0,false,SIN,Asia Pacific,Singapore,8,0.22
8.212.18.214,8080,0,false,HKG,Asia Pacific,Hong Kong,42,0.22
8.219.56.244,8080,0,false,SIN,Asia Pacific,Singapore,2,0.21
8.217.159.210,80,80,false,HKG,Asia Pacific,Hong Kong,35,0.21
8.222.199.55,8880,0,false,SIN,Asia Pacific,Singapore,8,0.21
8.222.156.205,2052,0,false,SIN,Asia Pacific,Singapore,22,0.21
47.236.226.16,443,0,false,SIN,Asia Pacific,Singapore,7,0.21
8.222.145.43,8080,0,false,SIN,Asia Pacific,Singapore,29,0.21
8.222.145.43,8880,0,false,SIN,Asia Pacific,Singapore,24,0.21
8.219.102.123,2082,0,false,SIN,Asia Pacific,Singapore,9,0.21
8.222.212.255,2052,0,false,SIN,Asia Pacific,Singapore,12,0.20
8.219.153.253,2095,0,false,SIN,Asia Pacific,Singapore,4,0.20
8.222.171.236,8880,0,false,SIN,Asia Pacific,Singapore,15,0.20
8.219.153.253,2052,0,false,SIN,Asia Pacific,Singapore,17,0.19
8.219.102.123,2086,0,false,SIN,Asia Pacific,Singapore,4,0.19
8.222.156.205,8080,0,false,SIN,Asia Pacific,Singapore,22,0.19
8.219.153.253,8080,0,false,SIN,Asia Pacific,Singapore,13,0.19
8.219.56.244,2052,0,false,SIN,Asia Pacific,Singapore,16,0.19
8.219.51.227,2053,0,true,SIN,Asia Pacific,Singapore,27,0.18
47.243.42.219,2087,2087,true,HKG,Asia Pacific,Hong Kong,48,0.18
8.219.153.253,2052,0,false,SIN,Asia Pacific,Singapore,4,0.18
8.219.102.123,8080,0,false,SIN,Asia Pacific,Singapore,5,0.18
47.236.28.170,2082,0,false,SIN,Asia Pacific,Singapore,27,0.18
47.242.171.94,2096,2096,true,HKG,Asia Pacific,Hong Kong,99,0.17
8.222.171.236,8080,0,false,SIN,Asia Pacific,Singapore,25,0.17
47.243.42.219,2096,2096,true,HKG,Asia Pacific,Hong Kong,59,0.17
47.242.54.157,2082,2082,false,HKG,Asia Pacific,Hong Kong,43,0.17
8.217.193.25,2095,2095,false,HKG,Asia Pacific,Hong Kong,68,0.17
8.210.107.246,2096,2096,true,HKG,Asia Pacific,Hong Kong,76,0.17
8.219.153.253,2086,0,false,SIN,Asia Pacific,Singapore,32,0.17
47.236.226.16,80,0,false,SIN,Asia Pacific,Singapore,21,0.16
8.219.110.248,2083,0,true,SIN,Asia Pacific,Singapore,103,0.16
47.74.5.150,80,80,false,SIN,Asia Pacific,Singapore,162,0.16
8.222.199.55,2052,0,false,SIN,Asia Pacific,Singapore,25,0.16
8.222.145.43,2052,0,false,SIN,Asia Pacific,Singapore,16,0.16
47.236.99.59,8080,0,false,SIN,Asia Pacific,Singapore,19,0.15
8.222.145.43,8080,0,false,SIN,Asia Pacific,Singapore,20,0.15
8.219.123.11,2082,0,false,SIN,Asia Pacific,Singapore,46,0.15
47.236.99.59,8880,0,false,SIN,Asia Pacific,Singapore,26,0.15
8.219.51.227,2086,0,false,SIN,Asia Pacific,Singapore,4,0.15
8.219.123.11,8080,0,false,SIN,Asia Pacific,Singapore,9,0.15
8.219.51.227,2052,0,false,SIN,Asia Pacific,Singapore,3,0.15
47.236.28.170,8080,0,false,SIN,Asia Pacific,Singapore,15,0.15
8.222.156.205,2082,0,false,SIN,Asia Pacific,Singapore,24,0.15
8.222.145.43,2086,0,false,SIN,Asia Pacific,Singapore,65,0.15
8.219.56.244,2095,0,false,SIN,Asia Pacific,Singapore,5,0.14
47.236.99.59,2052,0,false,SIN,Asia Pacific,Singapore,66,0.14
47.236.28.170,2086,0,false,SIN,Asia Pacific,Singapore,12,0.14
47.236.99.59,2082,0,false,SIN,Asia Pacific,Singapore,15,0.14
8.219.51.227,8443,0,true,SIN,Asia Pacific,Singapore,44,0.14
8.219.110.248,2095,0,false,SIN,Asia Pacific,Singapore,5,0.14
8.219.102.123,8080,0,false,SIN,Asia Pacific,Singapore,3,0.14
8.222.171.236,8880,0,false,SIN,Asia Pacific,Singapore,15,0.14
8.222.212.255,2086,0,false,SIN,Asia Pacific,Singapore,16,0.14
8.219.51.227,8880,0,false,SIN,Asia Pacific,Singapore,3,0.14
47.236.28.170,8880,0,false,SIN,Asia Pacific,Singapore,24,0.14
8.217.159.210,2082,2082,false,HKG,Asia Pacific,Hong Kong,48,0.14
47.254.65.110,443,443,true,SJC,North America,San Jose,383,0.14
8.219.102.123,8880,0,false,SIN,Asia Pacific,Singapore,20,0.14
8.219.102.123,8880,0,false,SIN,Asia Pacific,Singapore,6,0.14
47.236.28.170,2095,0,false,SIN,Asia Pacific,Singapore,14,0.14
8.222.171.236,2095,0,false,SIN,Asia Pacific,Singapore,20,0.13
8.222.212.255,2095,0,false,SIN,Asia Pacific,Singapore,28,0.13
8.222.156.205,2082,0,false,SIN,Asia Pacific,Singapore,24,0.13
149.129.8.215,80,80,false,SJC,North America,San Jose,109,0.13
8.219.56.244,2086,0,false,SIN,Asia Pacific,Singapore,6,0.13
8.222.145.43,8880,0,false,SIN,Asia Pacific,Singapore,29,0.13
8.219.110.248,2052,0,false,SIN,Asia Pacific,Singapore,11,0.12
8.219.56.244,2082,0,false,SIN,Asia Pacific,Singapore,7,0.12
8.219.56.244,2086,0,false,SIN,Asia Pacific,Singapore,10,0.12
8.219.56.244,8443,0,true,SIN,Asia Pacific,Singapore,29,0.12
8.219.153.253,2082,0,false,SIN,Asia Pacific,Singapore,18,0.12
8.219.153.253,8880,0,false,SIN,Asia Pacific,Singapore,10,0.12
47.236.28.170,2052,0,false,SIN,Asia Pacific,Singapore,23,0.12
47.243.62.196,8443,443,true,SIN,Asia Pacific,Singapore,87,0.12
8.222.212.255,2086,0,false,SIN,Asia Pacific,Singapore,2,0.11
47.236.120.9,8443,0,true,SIN,Asia Pacific,Singapore,65,0.11
8.219.102.123,2087,0,true,SIN,Asia Pacific,Singapore,83,0.11
8.222.156.205,2053,0,true,SIN,Asia Pacific,Singapore,86,0.11
8.219.153.253,2095,0,false,SIN,Asia Pacific,Singapore,3,0.11
8.219.123.11,2086,0,false,SIN,Asia Pacific,Singapore,17,0.11
8.219.153.253,2082,0,false,SIN,Asia Pacific,Singapore,6,0.11
47.242.54.157,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,0.11
8.219.153.253,2096,0,true,SIN,Asia Pacific,Singapore,128,0.11
8.222.156.205,2095,0,false,SIN,Asia Pacific,Singapore,16,0.11
8.222.171.236,2082,0,false,SIN,Asia Pacific,Singapore,14,0.10
47.57.14.118,443,443,true,SJC,North America,San Jose,48,0.10
8.222.199.55,2096,0,true,SIN,Asia Pacific,Singapore,4,0.10
8.219.239.79,2087,0,true,SIN,Asia Pacific,Singapore,99,0.10
8.219.102.123,2087,0,true,SIN,Asia Pacific,Singapore,60,0.10
8.219.123.11,2053,0,true,SIN,Asia Pacific,Singapore,71,0.10
8.219.102.123,2082,0,false,SIN,Asia Pacific,Singapore,4,0.10
47.236.120.9,2087,0,true,SIN,Asia Pacific,Singapore,95,0.10
8.222.156.205,8880,0,false,SIN,Asia Pacific,Singapore,30,0.10
8.219.123.11,8080,0,false,SIN,Asia Pacific,Singapore,3,0.10
8.219.110.248,2052,0,false,SIN,Asia Pacific,Singapore,10,0.10
47.236.120.9,2096,0,true,SIN,Asia Pacific,Singapore,80,0.09
8.219.56.244,2052,0,false,SIN,Asia Pacific,Singapore,6,0.09
8.222.145.43,8443,0,true,SIN,Asia Pacific,Singapore,80,0.09
8.219.123.11,2052,0,false,SIN,Asia Pacific,Singapore,8,0.09
8.219.123.11,2086,0,false,SIN,Asia Pacific,Singapore,7,0.09
8.222.171.236,2087,0,true,SIN,Asia Pacific,Singapore,92,0.09
8.222.156.205,8080,0,false,SIN,Asia Pacific,Singapore,20,0.09
8.222.171.236,2052,0,false,SIN,Asia Pacific,Singapore,24,0.09
8.222.171.236,2053,0,true,SIN,Asia Pacific,Singapore,53,0.08
8.219.102.123,2052,0,false,SIN,Asia Pacific,Singapore,12,0.08
161.117.250.139,80,0,false,SIN,Asia Pacific,Singapore,39,0.08
8.219.56.244,2096,0,true,SIN,Asia Pacific,Singapore,60,0.08
47.88.27.64,80,0,false,SJC,North America,San Jose,179,0.08
8.219.56.244,2083,0,true,SIN,Asia Pacific,Singapore,34,0.08
8.222.212.255,2082,0,false,SIN,Asia Pacific,Singapore,13,0.08
47.91.22.66,80,0,false,NRT,Asia Pacific,Tokyo,102,0.08
47.91.1.94,80,0,false,NRT,Asia Pacific,Tokyo,77,0.08
47.236.99.59,2096,0,true,SIN,Asia Pacific,Singapore,118,0.08
8.219.153.253,2053,0,true,SIN,Asia Pacific,Singapore,85,0.08
47.74.6.55,80,0,false,NRT,Asia Pacific,Tokyo,78,0.08
47.245.39.116,80,0,false,NRT,Asia Pacific,Tokyo,76,0.08
47.245.14.74,80,0,false,NRT,Asia Pacific,Tokyo,72,0.08
47.245.55.202,80,0,false,NRT,Asia Pacific,Tokyo,82,0.08
47.245.37.56,80,0,false,NRT,Asia Pacific,Tokyo,73,0.08
8.219.110.248,8880,0,false,SIN,Asia Pacific,Singapore,34,0.08
47.245.12.189,80,0,false,NRT,Asia Pacific,Tokyo,83,0.07
47.245.39.116,80,0,false,NRT,Asia Pacific,Tokyo,78,0.07
47.74.6.157,80,0,false,NRT,Asia Pacific,Tokyo,80,0.07
8.222.156.205,8443,0,true,SIN,Asia Pacific,Singapore,100,0.07
47.245.55.202,80,0,false,NRT,Asia Pacific,Tokyo,82,0.07
47.245.59.167,80,0,false,NRT,Asia Pacific,Tokyo,92,0.07
8.219.110.248,8080,0,false,SIN,Asia Pacific,Singapore,30,0.07
47.74.6.157,80,0,false,NRT,Asia Pacific,Tokyo,81,0.07
47.245.59.167,80,0,false,NRT,Asia Pacific,Tokyo,71,0.07
8.212.41.98,80,80,false,SIN,Asia Pacific,Singapore,47,0.07
8.222.156.205,2083,0,true,SIN,Asia Pacific,Singapore,42,0.07
47.236.28.170,2096,0,true,SIN,Asia Pacific,Singapore,97,0.07
47.245.52.197,80,0,false,NRT,Asia Pacific,Tokyo,79,0.07
47.74.43.143,80,0,false,NRT,Asia Pacific,Tokyo,70,0.07
8.219.102.123,80,0,false,SIN,Asia Pacific,Singapore,22,0.07
47.74.53.112,80,0,false,NRT,Asia Pacific,Tokyo,194,0.07
8.217.250.222,2095,2095,false,HKG,Asia Pacific,Hong Kong,60,0.07
8.222.212.255,8880,0,false,SIN,Asia Pacific,Singapore,20,0.07
47.74.54.182,80,0,false,NRT,Asia Pacific,Tokyo,72,0.07
47.236.120.9,80,0,false,SIN,Asia Pacific,Singapore,10,0.07
47.74.6.55,80,0,false,NRT,Asia Pacific,Tokyo,72,0.07
47.245.31.153,80,0,false,NRT,Asia Pacific,Tokyo,75,0.07
8.219.56.244,80,0,false,SIN,Asia Pacific,Singapore,6,0.07
8.222.145.43,2053,0,true,SIN,Asia Pacific,Singapore,53,0.07
8.222.199.55,80,0,false,SIN,Asia Pacific,Singapore,24,0.07
47.245.52.197,80,0,false,NRT,Asia Pacific,Tokyo,75,0.07
8.218.56.91,80,0,false,HKG,Asia Pacific,Hong Kong,42,0.07
8.219.102.123,80,0,false,SIN,Asia Pacific,Singapore,4,0.07
47.236.99.59,2087,0,true,SIN,Asia Pacific,Singapore,95,0.07
47.236.28.170,2083,0,true,SIN,Asia Pacific,Singapore,86,0.07
47.245.37.56,80,0,false,NRT,Asia Pacific,Tokyo,81,0.07
8.222.145.43,80,0,false,SIN,Asia Pacific,Singapore,51,0.07
8.219.51.227,80,0,false,SIN,Asia Pacific,Singapore,3,0.06
47.236.120.9,2083,0,true,SIN,Asia Pacific,Singapore,79,0.06
8.222.145.43,80,0,false,SIN,Asia Pacific,Singapore,23,0.06
8.219.56.244,80,0,false,SIN,Asia Pacific,Singapore,3,0.06
8.222.171.236,2083,0,true,SIN,Asia Pacific,Singapore,95,0.06
8.212.12.98,80,80,false,SIN,Asia Pacific,Singapore,32,0.06
8.222.212.255,80,0,false,SIN,Asia Pacific,Singapore,26,0.06
47.236.120.9,2095,0,false,SIN,Asia Pacific,Singapore,15,0.06
8.222.156.205,80,0,false,SIN,Asia Pacific,Singapore,13,0.06
8.222.199.55,80,0,false,SIN,Asia Pacific,Singapore,17,0.06
47.236.120.9,2053,0,true,SIN,Asia Pacific,Singapore,99,0.06
8.219.153.253,80,0,false,SIN,Asia Pacific,Singapore,14,0.06
8.219.51.227,80,0,false,SIN,Asia Pacific,Singapore,47,0.06
47.57.14.118,80,80,false,SJC,North America,San Jose,38,0.06
8.219.153.253,80,0,false,SIN,Asia Pacific,Singapore,43,0.06
8.219.123.11,80,0,false,SIN,Asia Pacific,Singapore,4,0.06
198.11.169.77,8080,0,false,SJC,North America,San Jose,189,0.06
8.219.102.123,8443,0,true,SIN,Asia Pacific,Singapore,6,0.06
8.222.171.236,2096,0,true,SIN,Asia Pacific,Singapore,130,0.06
149.129.8.215,443,443,true,SJC,North America,San Jose,154,0.06
47.242.234.127,2053,2053,true,HKG,Asia Pacific,Hong Kong,61,0.06
8.222.199.55,8443,0,true,SIN,Asia Pacific,Singapore,151,0.06
47.89.244.253,443,443,true,SJC,North America,San Jose,177,0.06
47.74.43.143,2052,0,false,NRT,Asia Pacific,Tokyo,82,0.05
8.219.110.248,80,0,false,SIN,Asia Pacific,Singapore,5,0.05
47.74.6.55,8880,0,false,NRT,Asia Pacific,Tokyo,74,0.05
47.91.22.66,2052,0,false,NRT,Asia Pacific,Tokyo,73,0.05
8.222.156.205,2083,0,true,SIN,Asia Pacific,Singapore,94,0.05
47.245.12.189,2086,0,false,NRT,Asia Pacific,Tokyo,76,0.05
47.74.6.55,2052,0,false,NRT,Asia Pacific,Tokyo,77,0.05
47.245.12.189,2052,0,false,NRT,Asia Pacific,Tokyo,83,0.05
47.245.37.56,2095,0,false,NRT,Asia Pacific,Tokyo,72,0.05
47.74.53.112,2086,0,false,NRT,Asia Pacific,Tokyo,73,0.05
47.245.12.189,2095,0,false,NRT,Asia Pacific,Tokyo,82,0.05
47.245.12.189,2082,0,false,NRT,Asia Pacific,Tokyo,72,0.05
47.245.14.74,2095,0,false,NRT,Asia Pacific,Tokyo,74,0.05
47.245.59.167,2052,0,false,NRT,Asia Pacific,Tokyo,76,0.05
47.245.31.153,2082,0,false,NRT,Asia Pacific,Tokyo,83,0.05
47.74.6.55,2095,0,false,NRT,Asia Pacific,Tokyo,81,0.05
